index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
2,ASCC_10          ,51.87,34.981,155.723,-17.77,0.558,65,-1.737,0.159,-1.368,0.143,1.459,0.1,,8.42,0.63,9.1,660.0,-573.0,258.0,-201.0,8917.0,[KPR2005] 10                   ,51.87,34.981
3,ASCC_101         ,288.399,36.369,68.028,11.608,0.372,69,0.934,0.205,1.288,0.258,2.488,0.057,,8.69,0.19,8.08,412.0,151.0,374.0,83.0,8197.0,[KPR2005] 101                  ,288.399,36.369
4,ASCC_105         ,295.548,27.366,62.825,2.063,0.648,113,1.464,0.162,-1.635,0.145,1.783,0.065,,7.87,0.41,8.77,567.0,259.0,504.0,20.0,8096.0,[KPR2005] 105                  ,295.548,27.366
5,ASCC_107         ,297.164,21.987,58.904,-1.901,0.174,57,-0.155,0.101,-5.156,0.115,1.109,0.049,,7.23,1.69,9.7,870.0,449.0,744.0,-28.0,7925.0,[KPR2005] 107                  ,297.164,21.987
6,ASCC_108         ,298.306,39.349,74.378,6.074,0.537,188,-0.519,0.099,-1.69,0.129,0.838,0.048,,8.03,0.34,10.32,1160.0,310.0,1110.0,122.0,8105.0,[KPR2005] 108                  ,298.306,39.349
7,ASCC_11          ,53.056,44.856,150.546,-9.224,0.312,245,0.926,0.163,-3.03,0.147,1.141,0.061,,8.39,0.6,9.69,867.0,-745.0,421.0,-139.0,9095.0,[KPR2005] 11                   ,53.056,44.856
8,ASCC_110         ,300.742,33.528,70.411,1.378,0.203,65,0.271,0.064,-3.132,0.05,0.497,0.036,,8.9,0.75,11.47,1971.0,660.0,1856.0,47.0,7900.0,[KPR2005] 110                  ,300.742,33.528
9,ASCC_111         ,302.891,37.515,74.714,2.056,0.537,136,-1.15,0.151,-1.524,0.154,1.166,0.059,,8.44,0.39,9.65,851.0,224.0,820.0,30.0,8157.0,[KPR2005] 111                  ,302.891,37.515
10,ASCC_113         ,317.933,38.638,82.877,-6.589,0.529,175,0.8,0.125,-3.679,0.163,1.762,0.041,,8.46,0.13,8.75,563.0,69.0,555.0,-64.0,8289.0,[KPR2005] 113                  ,317.933,38.638
11,ASCC_114         ,324.99,53.997,97.082,1.028,0.216,134,-3.716,0.11,-3.421,0.115,1.066,0.037,,7.68,0.92,9.79,908.0,-111.0,901.0,16.0,8499.0,[KPR2005] 114                  ,324.99,53.997
12,ASCC_115         ,329.28,51.558,97.528,-2.504,0.25,32,-0.549,0.068,-0.543,0.088,1.311,0.034,,8.12,0.72,9.32,731.0,-95.0,724.0,-31.0,8466.0,[KPR2005] 115                  ,329.28,51.558
13,ASCC_12          ,72.4,41.744,162.986,-1.893,0.303,139,-0.634,0.181,-2.794,0.122,0.941,0.069,,7.97,0.7,10.1,1048.0,-1002.0,306.0,-34.0,9347.0,[KPR2005] 12                   ,72.4,41.744
14,ASCC_123         ,340.299,53.986,104.434,-4.141,1.294,49,12.093,0.473,-1.407,0.437,4.262,0.172,,7.65,0.0,6.81,229.0,-57.0,222.0,-16.0,8400.0,[KPR2005] 123                  ,340.2989,53.986
15,ASCC_127         ,347.205,64.974,112.349,4.232,0.627,117,7.474,0.26,-1.745,0.263,2.633,0.081,,7.26,0.43,7.88,376.0,-142.0,347.0,27.0,8490.0,[KPR2005] 127                  ,347.2049,64.974
16,ASCC_128         ,349.949,54.435,109.77,-6.078,0.513,68,1.236,0.139,0.186,0.114,1.509,0.058,,8.4,0.41,9.13,669.0,-225.0,626.0,-70.0,8587.0,[KPR2005] 128                  ,349.949,54.435
17,ASCC_13          ,78.255,44.417,163.502,3.122,0.609,85,-0.473,0.097,-1.743,0.111,0.898,0.067,,7.5,0.7,10.24,1115.0,-1067.0,316.0,60.0,9412.0,[KPR2005] 13                   ,78.255,44.417
18,ASCC_16          ,81.198,1.655,-158.861,-18.373,0.376,175,1.355,0.265,-0.015,0.248,2.838,0.104,,7.13,0.2,7.69,344.0,-305.0,-118.0,-108.0,8646.0,[KPR2005] 16                   ,81.198,1.655
19,ASCC_19          ,81.982,-1.987,-155.086,-19.438,0.605,149,1.152,0.252,-1.234,0.219,2.768,0.089,,7.02,0.13,7.7,346.0,-296.0,-137.0,-115.0,8637.0,[KPR2005] 19                   ,81.982,-1.987
20,ASCC_21          ,82.179,3.527,-160.062,-16.598,0.41,90,1.404,0.263,-0.632,0.238,2.866,0.131,,6.95,0.1,7.66,341.0,-307.0,-111.0,-97.0,8647.0,[KPR2005] 21                   ,82.179,3.527
21,ASCC_23          ,95.047,46.71,167.472,14.416,0.319,120,1.098,0.179,-0.598,0.182,1.594,0.061,,8.37,0.34,9.0,630.0,-595.0,132.0,156.0,8936.0,[KPR2005] 23                   ,95.047,46.71
22,ASCC_29          ,103.571,-1.67,-145.257,-0.128,0.137,46,-1.008,0.13,-1.019,0.115,0.944,0.063,,7.97,0.19,10.12,1057.0,-869.0,-602.0,-2.0,9229.0,[KPR2005] 29                   ,103.571,-1.67
23,ASCC_30          ,104.271,-6.23,-140.881,-1.587,0.27,46,-1.595,0.116,-0.171,0.072,0.897,0.045,,8.24,0.35,10.14,1067.0,-827.0,-673.0,-29.0,9192.0,[KPR2005] 30                   ,104.271,-6.23
24,ASCC_32          ,105.714,-26.512,-122.024,-9.433,0.656,186,-3.307,0.181,3.477,0.127,1.23,0.062,,7.4,0.26,9.53,805.0,-421.0,-673.0,-132.0,8787.0,[KPR2005] 32                   ,105.714,-26.512
25,ASCC_41          ,116.674,0.137,-140.794,12.333,0.679,123,0.646,0.241,-3.99,0.221,3.352,0.117,,8.33,0.0,7.39,300.0,-227.0,-185.0,64.0,8569.0,[KPR2005] 41                   ,116.674,0.137
26,ASCC_58          ,153.657,-55.001,-78.32900000000001,1.263,0.592,133,-13.276,0.21,2.786,0.271,2.06,0.055,,7.72,0.25,8.46,491.0,99.0,-480.0,10.0,8254.0,[KPR2005] 58                   ,153.6571,-55.001
27,ASCC_6           ,26.846,57.722,130.369,-4.34,0.188,111,-0.838,0.11,0.211,0.099,0.621,0.041,,7.54,0.72,11.01,1590.0,-1027.0,1208.0,-120.0,9444.0,[KPR2005] 6                    ,26.846,57.722
28,ASCC_66          ,168.367,-55.437,-70.72000000000003,4.816,0.097,22,-11.331,0.104,2.969,0.09,0.999,0.045,,7.77,0.07,9.94,971.0,319.0,-913.0,81.0,8072.0,[KPR2005] 66                   ,168.3671,-55.437
29,ASCC_67          ,175.28,-61.013,-65.48500000000001,0.704,0.183,26,-6.766,0.066,0.919,0.063,0.482,0.025,,7.57,0.58,11.5,1999.0,829.0,-1818.0,24.0,7727.0,[KPR2005] 67                   ,175.2801,-61.013
30,ASCC_71          ,185.033,-67.509,-60.06400000000002,-4.82,0.255,76,-9.272,0.123,-1.351,0.154,0.786,0.045,,8.11,0.53,10.52,1269.0,631.0,-1096.0,-106.0,7786.0,[KPR2005] 71                   ,185.0331,-67.509
31,ASCC_73          ,189.281,-67.203,-58.45800000000003,-4.37,0.988,57,-11.539,0.314,-2.945,0.462,1.518,0.124,,8.53,0.23,9.08,655.0,341.0,-556.0,-49.0,8017.0,[KPR2005] 73                   ,189.2811,-67.203
32,ASCC_77          ,212.694,-62.331,-48.000999999999976,-0.864,0.179,141,-4.243,0.11,-3.22,0.13,0.842,0.045,,7.91,0.64,10.28,1136.0,760.0,-844.0,-17.0,7626.0,[KPR2005] 77                   ,212.694,-62.331
33,ASCC_79          ,229.731,-60.798,-40.023000000000025,-2.905,0.98,113,-2.914,0.375,-4.232,0.472,1.176,0.067,,7.27,0.41,9.58,825.0,631.0,-529.0,-41.0,7727.0,[KPR2005] 79                   ,229.731,-60.798
34,ASCC_85          ,251.853,-45.555,-20.185000000000002,-0.259,0.357,105,0.17,0.124,-4.102,0.138,1.119,0.058,,7.85,0.56,9.59,829.0,778.0,-286.0,-3.0,7567.0,[KPR2005] 85                   ,251.853,-45.555
35,ASCC_87          ,255.658,-28.421,-4.875,8.093,0.347,45,-1.18,0.146,-3.814,0.116,1.27,0.065,,7.92,0.57,9.45,774.0,764.0,-65.0,109.0,7575.0,[KPR2005] 87                   ,255.658,-28.421
36,ASCC_88          ,256.886,-35.564,-9.990000000000009,2.973,0.372,121,0.919,0.164,-3.282,0.142,1.097,0.06,,8.39,1.45,9.85,931.0,916.0,-161.0,48.0,7425.0,[KPR2005] 88                   ,256.886,-35.564
38,ASCC_90          ,264.777,-34.874,-5.7760000000000105,-1.954,0.388,58,-1.63,0.162,-2.681,0.206,1.713,0.054,,8.91,0.32,8.73,557.0,554.0,-56.0,-19.0,7785.0,[KPR2005] 90                   ,264.777,-34.874
39,ASCC_97          ,279.263,-19.139,14.25,-5.553,0.14,20,-2.331,0.327,-6.508,0.385,1.74,0.086,,8.05,1.17,8.89,598.0,577.0,146.0,-57.0,7763.0,[KPR2005] 97                   ,279.263,-19.139
40,ASCC_99          ,282.17,-18.488,16.07,-7.727,0.643,63,5.188,0.349,-1.311,0.455,3.367,0.106,,8.55,0.47,7.28,285.0,271.0,78.0,-38.0,8068.0,[KPR2005] 99                   ,282.17,-18.488
41,Alessi_1         ,13.343,49.536,123.255,-13.335,0.249,45,6.536,0.105,-6.245,0.204,1.39,0.057,,9.16,0.08,9.19,689.0,-367.0,561.0,-159.0,8726.0,Cl Alessi 1                    ,13.343,49.536
42,Alessi_10        ,301.233,-10.555,31.597,-21.058,0.266,70,1.469,0.208,-7.879,0.241,2.233,0.075,,7.96,0.33,8.36,469.0,373.0,229.0,-168.0,7969.0,Cl Alessi 10                   ,301.233,-10.555
43,Alessi_12        ,310.875,23.871,67.488,-11.405,0.682,307,4.303,0.233,-4.639,0.18,1.816,0.088,,8.13,0.1,8.68,544.0,204.0,493.0,-107.0,8150.0,Cl Alessi 12                   ,310.875,23.871
44,Alessi_13        ,51.762,-35.821,-122.46799999999999,-55.941,1.361,48,36.332,0.931,-4.709,0.851,9.584,0.253,,7.55,0.1,5.11,105.0,-31.0,-49.0,-87.0,8371.0,Cl Alessi 13                   ,51.7618,-35.821
48,Alessi_19        ,274.741,12.311,40.403,12.71,0.595,60,-1.005,0.223,-7.073,0.185,1.71,0.06,,7.41,0.31,8.79,573.0,425.0,362.0,126.0,7922.0,Cl Alessi 19                   ,274.741,12.311
49,Alessi_2         ,71.602,55.199,152.333,6.365,0.554,159,-0.904,0.141,-1.046,0.115,1.589,0.07,,8.55,0.52,9.09,657.0,-578.0,303.0,72.0,8923.0,Cl Alessi 2                    ,71.602,55.199
50,Alessi_20        ,2.593,58.742,117.615,-3.705,0.235,119,8.195,0.293,-2.341,0.28,2.311,0.068,,6.97,0.6,8.08,412.0,-190.0,364.0,-26.0,8538.0,Cl Alessi 20                   ,2.5929,58.742
51,Alessi_21        ,107.69,-9.363,-136.543,-0.014,0.467,113,-5.475,0.194,2.602,0.162,1.72,0.07,,7.82,0.29,8.85,587.0,-426.0,-404.0,0.0,8776.0,Cl Alessi 21                   ,107.69,-9.363
52,Alessi_24        ,260.764,-62.693,-31.01600000000002,-14.572,0.466,156,-0.488,0.22,-8.999,0.186,2.059,0.067,,7.86,0.34,8.5,502.0,416.0,-250.0,-126.0,7927.0,Cl Alessi 24                   ,260.764,-62.693
53,Alessi_3         ,109.275,-46.142,-102.55099999999999,-15.064,1.541,164,-9.875,0.447,11.958,0.515,3.566,0.134,,8.8,0.14,7.37,297.0,-62.0,-280.0,-77.0,8407.0,Cl Alessi 3                    ,109.2751,-46.1421
54,Alessi_31        ,267.698,-11.853,15.339,7.709,0.331,165,-1.164,0.225,-4.122,0.206,1.477,0.072,,8.38,1.75,9.26,712.0,680.0,186.0,95.0,7661.0,Cl Alessi 31                   ,267.698,-11.853
55,Alessi_37        ,341.961,46.342,101.732,-11.38,0.423,133,0.351,0.135,-1.569,0.129,1.384,0.066,,8.14,0.47,9.21,695.0,-138.0,667.0,-137.0,8504.0,Cl Alessi 37                   ,341.961,46.342
56,Alessi_43        ,132.631,-41.738,-97.45400000000001,1.501,0.29,284,-5.546,0.318,3.869,0.342,1.032,0.082,,7.06,0.99,9.81,917.0,-119.0,-909.0,24.0,8507.0,Cl Alessi 43                   ,132.631,-41.738
57,Alessi_44        ,295.325,1.592,40.121,-10.332,1.296,175,0.463,0.404,-2.325,0.182,1.496,0.22,,8.35,0.71,9.16,679.0,511.0,430.0,-121.0,7840.0,Cl Alessi 44                   ,295.325,1.592
58,Alessi_5         ,160.819,-61.081,-71.94200000000001,-1.966,0.542,297,-15.411,0.324,2.503,0.348,2.501,0.065,,7.83,0.62,8.14,424.0,131.0,-402.0,-14.0,8218.0,Cl Alessi 5                    ,160.8191,-61.081
61,Alessi_6         ,220.058,-66.127,-46.35700000000003,-5.544,0.294,164,-10.472,0.15,-5.559,0.163,1.1,0.057,,8.63,0.7,9.74,886.0,608.0,-638.0,-85.0,7757.0,Cl Alessi 6                    ,220.0581,-66.127
63,Alessi_62        ,284.026,21.597,52.816,8.685,0.256,142,0.245,0.157,-1.074,0.178,1.591,0.064,,8.84,0.78,9.07,650.0,388.0,512.0,98.0,7967.0,Cl Alessi 62                   ,284.026,21.597
64,Alessi_8         ,232.408,-51.227,-33.499000000000024,4.259,0.224,50,-5.899,0.22,-5.729,0.173,1.479,0.046,,8.07,0.19,9.12,668.0,555.0,-367.0,49.0,7792.0,Cl Alessi 8                    ,232.408,-51.227
65,Alessi_9         ,265.974,-47.028,-15.730999999999995,-9.058,1.73,183,9.916,0.711,-9.157,0.624,4.822,0.259,,8.45,0.0,6.66,215.0,204.0,-57.0,-33.0,8135.0,Cl Alessi 9                    ,265.9739,-47.028
66,Alessi_Teutsch_11,304.127,52.051,87.435,9.268,0.257,110,-0.139,0.163,-1.295,0.151,1.52,0.051,,8.16,0.37,9.01,634.0,28.0,625.0,102.0,8335.0,Name Alessi Teutsch 11         ,304.127,52.051
67,Alessi_Teutsch_12,255.421,-58.981,-29.36500000000001,-10.337,0.489,41,-2.134,0.168,-8.952,0.124,1.632,0.057,,7.94,0.35,9.03,641.0,549.0,-309.0,-115.0,7796.0,Name Alessi-Teutsch 12         ,255.421,-58.981
68,Alessi_Teutsch_3 ,118.228,-53.022,-93.57400000000001,-12.849,0.491,87,-5.378,0.161,8.926,0.18,1.417,0.046,,8.02,0.47,9.2,693.0,-42.0,-674.0,-154.0,8409.0,Name Alessi Teutsch 3          ,118.228,-53.022
69,Alessi_Teutsch_5 ,332.218,61.103,104.536,4.179,0.427,127,-1.895,0.489,-3.207,0.232,1.111,0.062,,7.27,1.02,9.79,907.0,-227.0,876.0,66.0,8611.0,Name Alessi-Teutsch 5          ,332.218,61.103
70,Alessi_Teutsch_8 ,180.649,-60.935,-62.966999999999985,1.376,0.298,319,-6.625,0.136,1.63,0.136,0.967,0.049,,8.07,0.49,9.98,989.0,449.0,-881.0,23.0,7939.0,Name Alessi Teutsch 8          ,180.6491,-60.935
72,Antalova_2       ,262.462,-32.541,-4.8589999999999804,0.929,0.097,27,2.037,0.307,-1.65,0.307,0.842,0.068,,7.08,1.15,10.12,1056.0,1052.0,-89.0,17.0,7287.0,Cl Antalova 2                  ,262.462,-32.541
76,Aveni_Hunter_1   ,354.175,48.205,110.284,-12.823,0.496,82,-0.184,0.324,-2.087,0.451,2.348,0.107,,7.02,0.75,8.03,402.0,-136.0,368.0,-89.0,8484.0,Cl AH 1                        ,354.175,48.205
78,BDSB91           ,96.319,-10.551,-140.532,-10.554,0.036,32,-3.183,0.196,1.15,0.282,1.033,0.067,,7.15,1.8,9.91,961.0,-729.0,-600.0,-176.0,9089.0,[BDS2003] 91                   ,96.319,-10.551
79,BDSB93           ,104.297,-8.202,-139.112,-2.462,0.036,32,-2.41,0.239,1.021,0.27,0.77,0.128,,7.2,1.77,10.39,1196.0,-903.0,-782.0,-51.0,9276.0,[BDS2003] 93                   ,104.297,-8.202
80,BDSB96           ,106.332,-12.327,-134.523,-2.561,0.045,65,-3.843,0.322,1.071,0.274,0.844,0.105,,6.9,1.22,10.29,1144.0,-801.0,-815.0,-51.0,9178.0,[BDS2003] 96                   ,106.332,-12.327
88,BH_164           ,222.311,-66.465,-45.67700000000002,-6.235,0.639,204,-7.368,0.335,-10.714,0.281,2.364,0.078,,7.51,0.17,8.21,438.0,304.0,-311.0,-47.0,8041.0,Cl VDBH 164                    ,222.3111,-66.465
91,BH_202           ,253.779,-40.947,-15.740999999999985,1.598,0.064,95,-1.869,0.125,-3.802,0.11,0.551,0.052,,8.58,1.84,11.22,1752.0,1686.0,-475.0,48.0,6670.0,Cl VDBH 202                    ,253.779,-40.947
92,BH_205           ,254.053,-40.636,-15.367999999999995,1.632,0.097,55,-0.15,0.145,-1.083,0.193,0.569,0.065,,6.79,1.23,11.03,1604.0,1546.0,-425.0,45.0,6806.0,Cl VDBH 205                    ,254.053,-40.636
93,BH_211           ,255.535,-41.113,-15.050000000000011,0.456,0.082,71,-0.671,0.159,-1.943,0.146,0.524,0.101,,8.63,2.18,11.4,1903.0,1837.0,-494.0,15.0,6520.0,Cl VDBH 211                    ,255.535,-41.113
95,BH_221           ,259.641,-32.334,-6.02800000000002,3.014,0.152,133,2.0,0.279,-1.568,0.243,0.884,0.079,,7.03,1.09,10.42,1213.0,1204.0,-127.0,63.0,7136.0,Cl VDBH 221                    ,259.641,-32.334
97,BH_23            ,123.449,-36.329,-106.031,-1.03,0.372,86,-7.101,0.258,7.35,0.154,2.257,0.103,,7.46,0.0,8.32,462.0,-127.0,-444.0,-8.0,8479.0,Cl VDBH 23                     ,123.449,-36.329
102,BH_56            ,134.355,-43.181,-95.52999999999997,1.548,0.215,109,-5.57,0.187,5.439,0.151,1.078,0.058,,7.25,0.7,9.62,840.0,-81.0,-836.0,22.0,8462.0,Cl VDBH 56                     ,134.355,-43.181
113,BH_99            ,159.553,-59.168,-73.41500000000002,-0.592,0.537,371,-14.494,0.289,0.919,0.307,2.225,0.076,,7.98,0.34,8.35,467.0,133.0,-447.0,-4.0,8218.0,Cl VDBH 99                     ,159.5531,-59.168
115,Basel_1          ,282.036,-5.876,27.326,-1.946,0.07,79,-0.079,0.104,-4.509,0.109,0.525,0.052,,8.36,1.24,11.33,1846.0,1639.0,846.0,-62.0,6754.0,Cl Basel 1                     ,282.036,-5.876
117,Basel_11a        ,109.296,-13.988,-131.716,-0.768,0.078,92,-1.581,0.135,0.929,0.125,0.709,0.06,,7.98,0.33,10.67,1363.0,-907.0,-1017.0,-18.0,9302.0,Cl Basel 11a                   ,109.296,-13.988
118,Basel_11b        ,89.547,21.965,-172.558,-1.117,0.065,73,1.046,0.136,-4.137,0.14,0.534,0.083,,8.36,1.56,11.27,1793.0,-1778.0,-232.0,-34.0,10121.0,Cl Basel 11b                   ,89.547,21.965
120,Basel_18         ,201.967,-62.306,-52.84899999999999,0.267,0.06,49,-5.008,0.08,-2.05,0.096,0.508,0.057,,7.44,0.65,11.35,1863.0,1125.0,-1485.0,8.0,7366.0,Cl Basel 18                    ,201.967,-62.306
122,Basel_8          ,98.55,8.005,-156.151,-0.156,0.309,14,-0.129,0.07,-2.373,0.155,0.625,0.038,,7.84,0.64,10.9,1510.0,-1381.0,-610.0,-4.0,9740.0,Cl Basel 8                     ,98.55,8.005
198,Berkeley_82      ,287.845,13.111,46.852,1.611,0.022,23,0.178,0.139,-3.168,0.162,0.708,0.052,,8.02,2.43,10.68,1365.0,933.0,995.0,38.0,7473.0,Cl Berkeley 82                 ,287.845,13.111
201,Berkeley_86      ,305.084,38.688,76.65,1.276,0.07,23,-3.447,0.066,-5.402,0.09,0.558,0.039,,7.04,2.77,11.05,1621.0,374.0,1577.0,36.0,8120.0,Cl Berkeley 86                 ,305.084,38.688
202,Berkeley_87      ,305.396,37.433,75.756,0.361,0.093,112,-3.654,0.111,-6.264,0.144,0.573,0.053,,6.92,3.68,11.08,1644.0,404.0,1594.0,10.0,8093.0,Cl Berkeley 87                 ,305.396,37.433
204,Berkeley_9       ,53.167,52.649,146.069,-2.825,0.053,142,1.493,0.162,0.037,0.137,0.513,0.085,,9.14,2.69,11.29,1814.0,-1503.0,1011.0,-89.0,9895.0,Cl Berkeley 9                  ,53.167,52.649
215,Biurakan_2       ,302.283,35.488,72.747,1.359,0.139,47,-3.169,0.099,-6.843,0.129,0.542,0.05,,6.97,0.93,11.18,1723.0,511.0,1645.0,40.0,7999.0,Cl Biurakan 2                  ,302.283,35.488
216,Blanco_1         ,0.853,-29.958,15.09,-79.086,0.699,380,18.739,0.432,2.602,0.444,4.21,0.121,,8.02,0.01,6.9,240.0,43.0,11.0,-236.0,8296.0,Cl Blanco 1                    ,0.8529,-29.958
218,Bochum_13        ,259.333,-35.529,-8.788999999999987,1.383,0.105,57,-0.286,0.142,-1.284,0.131,0.567,0.05,,6.95,2.63,11.11,1666.0,1646.0,-254.0,40.0,6698.0,Cl Bochum 13                   ,259.333,-35.529
220,Bochum_4         ,112.877,-17.229,-127.22800000000001,0.734,0.136,21,-3.014,0.073,1.848,0.082,0.761,0.028,,7.98,0.39,10.55,1285.0,-777.0,-1023.0,16.0,9174.0,Cl Bochum 4                    ,112.877,-17.229
222,COIN-Gaia_1      ,11.933,66.769,122.566,3.9,0.357,78,-5.034,0.122,-3.048,0.108,1.546,0.042,,8.26,1.13,9.09,658.0,-353.0,554.0,44.0,8711.0,                               ,11.9331,66.769
223,COIN-Gaia_10     ,68.385,40.509,161.92,-4.981,0.177,28,2.025,0.086,-3.355,0.108,0.943,0.041,,7.74,0.95,10.04,1018.0,-964.0,314.0,-88.0,9310.0,                               ,68.385,40.509
224,COIN-Gaia_11     ,68.11,39.479,162.538,-5.834,0.336,75,3.574,0.155,-5.62,0.131,1.485,0.046,,8.9,1.25,9.13,669.0,-635.0,199.0,-68.0,8977.0,                               ,68.11,39.479
225,COIN-Gaia_12     ,79.209,41.708,166.113,2.112,0.306,67,2.616,0.129,-4.681,0.092,1.03,0.051,,8.73,0.16,9.9,954.0,-926.0,228.0,35.0,9268.0,                               ,79.209,41.708
226,COIN-Gaia_13     ,83.186,42.087,167.459,4.776,1.003,130,-3.828,0.185,-1.676,0.172,1.927,0.092,,8.27,0.37,8.68,545.0,-530.0,118.0,45.0,8871.0,                               ,83.186,42.087
227,COIN-Gaia_14     ,77.696,39.195,167.476,-0.293,0.157,19,1.331,0.094,-6.598,0.081,1.043,0.032,,8.63,0.62,9.86,936.0,-914.0,203.0,-4.0,9256.0,                               ,77.696,39.195
228,COIN-Gaia_15     ,76.09,35.831,169.408,-3.328,0.147,87,0.44,0.146,-3.781,0.105,0.824,0.069,,8.0,1.27,10.35,1174.0,-1152.0,215.0,-68.0,9494.0,                               ,76.09,35.831
229,COIN-Gaia_16     ,80.179,37.438,170.038,0.27,0.059,25,1.262,0.144,-3.749,0.139,0.622,0.063,,7.41,0.57,10.93,1531.0,-1508.0,264.0,7.0,9852.0,                               ,80.179,37.438
230,COIN-Gaia_17     ,81.244,37.558,170.418,1.035,0.151,67,0.358,0.157,-4.297,0.12,0.885,0.067,,8.6,0.75,10.17,1082.0,-1067.0,180.0,19.0,9408.0,                               ,81.244,37.558
231,COIN-Gaia_18     ,78.408,35.498,170.797,-2.014,0.239,39,0.767,0.121,-4.955,0.136,0.953,0.069,,8.25,0.85,10.06,1027.0,-1013.0,164.0,-36.0,9355.0,                               ,78.408,35.498
232,COIN-Gaia_19     ,82.188,34.29,173.557,-0.153,0.172,77,-1.477,0.126,-4.641,0.093,0.774,0.056,,8.03,0.73,10.47,1241.0,-1233.0,139.0,-3.0,9574.0,                               ,82.188,34.29
233,COIN-Gaia_2      ,15.06,55.409,124.192,-7.441,0.187,115,-4.457,0.118,-1.933,0.12,0.787,0.062,,8.82,0.46,10.4,1204.0,-670.0,987.0,-155.0,9064.0,                               ,15.06,55.409
234,COIN-Gaia_20     ,78.634,31.691,174.004,-4.082,0.258,36,0.548,0.141,-1.455,0.091,0.911,0.049,,7.93,0.63,10.09,1044.0,-1036.0,108.0,-74.0,9376.0,                               ,78.634,31.691
235,COIN-Gaia_21     ,84.766,28.402,179.696,-1.504,0.098,26,-0.115,0.086,-3.849,0.081,0.697,0.038,,7.45,1.09,10.74,1406.0,-1405.0,7.0,-36.0,9745.0,                               ,84.766,28.402
236,COIN-Gaia_22     ,91.06,31.602,179.721,4.815,0.086,83,-0.708,0.147,-3.309,0.107,0.49,0.074,,8.48,0.82,11.49,1987.0,-1980.0,9.0,166.0,10320.0,                               ,91.06,31.602
237,COIN-Gaia_23     ,87.449,27.008,-177.873,-0.209,0.275,91,-0.318,0.156,-0.928,0.132,1.032,0.077,,8.11,0.54,9.86,937.0,-937.0,-34.0,-3.0,9277.0,                               ,87.449,27.008
238,COIN-Gaia_24     ,90.693,23.203,-173.107,0.416,0.194,47,2.536,0.097,-2.954,0.092,0.965,0.047,,7.92,0.67,10.06,1030.0,-1022.0,-123.0,7.0,9363.0,                               ,90.693,23.203
239,COIN-Gaia_25     ,91.691,20.276,-170.101,-0.211,0.291,83,-0.499,0.152,-2.595,0.124,1.201,0.072,,8.75,0.38,9.58,824.0,-812.0,-141.0,-3.0,9153.0,                               ,91.691,20.276
240,COIN-Gaia_26     ,83.771,15.721,-169.991,-9.01,0.107,62,0.267,0.108,-2.376,0.108,0.688,0.06,,8.23,1.32,10.8,1442.0,-1403.0,-247.0,-225.0,9746.0,                               ,83.771,15.721
241,COIN-Gaia_27     ,85.76,13.743,-167.272,-8.387,0.195,57,0.697,0.128,-3.594,0.116,0.912,0.049,,8.86,1.18,10.35,1173.0,-1132.0,-255.0,-171.0,9475.0,                               ,85.76,13.743
242,COIN-Gaia_28     ,96.333,11.159,-159.959,-0.63,0.115,90,-1.12,0.155,-0.942,0.146,0.59,0.065,,7.74,0.75,11.02,1600.0,-1503.0,-548.0,-17.0,9858.0,                               ,96.333,11.159
244,COIN-Gaia_3      ,18.739,60.505,125.825,-2.235,0.126,85,-2.431,0.104,-1.791,0.115,0.775,0.054,,7.69,1.69,10.41,1209.0,-707.0,979.0,-47.0,9100.0,                               ,18.739,60.505
245,COIN-Gaia_30     ,21.08,70.574,125.684,7.878,0.254,90,-6.145,0.111,2.067,0.164,1.346,0.05,,8.41,1.25,9.42,767.0,-443.0,617.0,105.0,8804.0,                               ,21.0801,70.574
247,COIN-Gaia_32     ,28.194,63.066,129.813,1.016,0.139,17,0.053,0.065,-2.195,0.048,0.775,0.03,,8.56,0.82,10.48,1248.0,-799.0,959.0,22.0,9189.0,                               ,28.194,63.066
249,COIN-Gaia_34     ,31.231,61.776,131.504,0.133,0.183,34,-2.231,0.157,0.866,0.093,1.006,0.058,,8.34,1.19,10.05,1022.0,-677.0,765.0,2.0,9049.0,                               ,31.231,61.776
252,COIN-Gaia_38     ,51.472,51.072,146.101,-4.718,0.132,50,2.032,0.136,-6.785,0.109,0.793,0.052,,8.43,1.56,10.53,1274.0,-1054.0,708.0,-104.0,9420.0,                               ,51.472,51.072
253,COIN-Gaia_39     ,69.612,42.95,160.724,-2.663,0.244,13,0.238,0.113,-2.467,0.079,0.991,0.04,,8.46,0.63,10.02,1010.0,-952.0,333.0,-46.0,9298.0,                               ,69.612,42.95
256,COIN-Gaia_41     ,89.835,19.026,-169.874,-2.348,0.148,48,-0.314,0.097,-3.685,0.098,0.52,0.072,,8.34,1.51,11.49,1988.0,-1955.0,-349.0,-81.0,10301.0,                               ,89.835,19.026
257,COIN-Gaia_5      ,27.408,58.078,130.583,-3.927,0.224,21,-2.774,0.171,-0.511,0.096,1.063,0.081,,8.04,0.45,9.8,912.0,-592.0,691.0,-62.0,8959.0,                               ,27.408,58.078
