index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
895,NGC_3228         ,155.378,-51.814,-79.23700000000002,4.486,0.512,117,-14.867,0.298,-0.696,0.242,2.036,0.074,,7.48,0.08,8.49,498.0,92.0,-488.0,38.0,8261.0,NGC 3228                       ,155.3781,-51.814
899,NGC_3330         ,159.659,-54.148,-75.81700000000001,3.818,0.124,92,-7.705,0.11,2.996,0.109,0.552,0.063,,7.91,0.45,11.17,1716.0,419.0,-1660.0,114.0,8092.0,NGC 3330                       ,159.6591,-54.148
901,NGC_3532         ,166.417,-58.707,-70.44600000000003,1.39,0.536,1854,-10.385,0.396,5.175,0.404,2.066,0.062,,8.6,0.0,8.49,498.0,166.0,-469.0,12.0,8186.0,NGC 3532                       ,166.4171,-58.707
906,NGC_3680         ,171.392,-43.24,-73.24900000000002,16.918,0.149,96,-7.278,0.109,1.118,0.113,0.933,0.042,,9.34,0.1,10.15,1072.0,295.0,-982.0,312.0,8103.0,NGC 3680                       ,171.392,-43.24
908,NGC_381          ,17.094,61.586,124.946,-1.219,0.093,137,1.602,0.124,-2.263,0.141,0.847,0.045,,8.58,0.93,10.35,1172.0,-671.0,961.0,-24.0,9062.0,NGC 381                        ,17.094,61.586
914,NGC_4349         ,186.048,-61.866,-60.274,0.836,0.075,105,-7.827,0.159,-0.296,0.119,0.49,0.036,,8.5,1.01,11.42,1920.0,951.0,-1667.0,28.0,7573.0,NGC 4349                       ,186.0481,-61.866
917,NGC_4463         ,187.466,-64.8,-59.363,-2.024,0.057,67,-5.326,0.09,-0.435,0.094,0.523,0.041,,7.46,1.53,11.28,1804.0,919.0,-1551.0,-63.0,7581.0,NGC 4463                       ,187.4661,-64.8
919,NGC_4609         ,190.582,-62.995,-58.101999999999975,-0.141,0.137,286,-4.87,0.127,-1.045,0.146,0.66,0.053,,7.91,0.88,10.76,1419.0,750.0,-1205.0,-3.0,7684.0,NGC 4609                       ,190.582,-62.995
920,NGC_4755         ,193.415,-60.371,-56.793000000000006,2.5,0.086,595,-4.647,0.132,-1.134,0.134,0.462,0.044,,7.08,1.22,11.5,1992.0,1090.0,-1665.0,86.0,7438.0,NGC 4755                       ,193.415,-60.371
922,NGC_4852         ,195.046,-59.607,-55.95999999999998,3.246,0.123,190,-8.118,0.114,-1.205,0.129,0.752,0.061,,7.89,0.94,10.51,1261.0,705.0,-1044.0,71.0,7705.0,NGC 4852                       ,195.0461,-59.607
923,NGC_5138         ,201.829,-59.023,-52.45600000000002,3.527,0.07,95,-3.597,0.08,-1.449,0.089,0.51,0.053,,7.68,0.73,11.31,1827.0,1111.0,-1446.0,112.0,7371.0,NGC 5138                       ,201.829,-59.023
926,NGC_5281         ,206.614,-62.916,-50.85300000000001,-0.71,0.046,32,-4.628,0.098,-2.389,0.097,0.603,0.043,,7.6,0.66,10.99,1576.0,995.0,-1222.0,-19.0,7445.0,NGC 5281                       ,206.614,-62.916
928,NGC_5316         ,208.516,-61.883,-49.761000000000024,0.097,0.17,365,-6.297,0.099,-1.515,0.119,0.665,0.055,,8.22,0.92,10.81,1450.0,936.0,-1107.0,2.0,7485.0,NGC 5316                       ,208.5161,-61.883
930,NGC_5460         ,211.847,-48.285,-44.24599999999998,12.686,0.258,148,-6.599,0.17,-3.454,0.191,1.34,0.058,,8.2,0.3,9.3,725.0,506.0,-493.0,159.0,7848.0,NGC 5460                       ,211.847,-48.285
932,NGC_5593         ,216.419,-54.795,-43.68000000000001,5.608,0.135,80,-5.806,0.113,-2.078,0.124,0.947,0.055,,7.94,0.71,10.06,1029.0,740.0,-707.0,100.0,7631.0,NGC 5593                       ,216.419,-54.795
935,NGC_5662         ,218.734,-56.64,-43.158000000000015,3.411,0.33,238,-6.427,0.16,-7.243,0.187,1.288,0.048,,8.3,0.6,9.41,761.0,554.0,-519.0,45.0,7802.0,NGC 5662                       ,218.7341,-56.64
937,NGC_5749         ,222.204,-54.502,-40.48200000000003,4.545,0.139,71,-2.756,0.112,-3.079,0.128,0.89,0.05,,7.72,0.9,10.25,1122.0,851.0,-726.0,88.0,7523.0,NGC 5749                       ,222.204,-54.502
940,NGC_5822         ,226.051,-54.366,-38.43000000000001,3.63,0.368,634,-7.422,0.222,-5.534,0.205,1.187,0.05,,8.96,0.39,9.66,854.0,668.0,-530.0,54.0,7689.0,NGC 5822                       ,226.0511,-54.366
941,NGC_5823         ,226.365,-55.608,-38.882000000000005,2.459,0.134,464,-3.691,0.141,-2.443,0.13,0.521,0.051,,7.9,1.75,11.4,1906.0,1482.0,-1195.0,81.0,6960.0,NGC 5823                       ,226.365,-55.608
942,NGC_5925         ,231.847,-54.515,-35.637,1.735,0.19,377,-4.319,0.163,-5.142,0.15,0.679,0.05,,8.69,1.34,10.74,1404.0,1140.0,-817.0,42.0,7245.0,NGC 5925                       ,231.847,-54.515
945,NGC_6025         ,240.779,-60.43,-35.464,-5.869,0.292,286,-2.901,0.175,-3.035,0.169,1.269,0.056,,8.02,0.43,9.38,750.0,608.0,-433.0,-76.0,7743.0,NGC 6025                       ,240.779,-60.43
946,NGC_6031         ,241.907,-54.014,-30.713000000000022,-1.502,0.036,67,-2.134,0.122,-3.034,0.1,0.534,0.058,,7.95,1.07,11.16,1702.0,1463.0,-869.0,-44.0,6931.0,NGC 6031                       ,241.907,-54.014
947,NGC_6067         ,243.299,-54.227,-30.25999999999999,-2.213,0.112,844,-1.907,0.123,-2.586,0.12,0.443,0.065,,8.1,0.97,11.37,1881.0,1624.0,-947.0,-72.0,6782.0,NGC 6067                       ,243.299,-54.227
948,NGC_6087         ,244.721,-57.916,-32.25599999999997,-5.417,0.246,227,-1.567,0.138,-2.411,0.148,1.025,0.062,,8.0,0.39,9.9,954.0,803.0,-507.0,-90.0,7553.0,NGC 6087                       ,244.721,-57.916
950,NGC_6124         ,246.332,-40.661,-19.264999999999986,6.012,0.401,1273,-0.203,0.374,-2.094,0.352,1.557,0.073,,8.28,1.93,9.08,654.0,614.0,-214.0,68.0,7728.0,NGC 6124                       ,246.332,-40.661
951,NGC_6134         ,246.953,-49.161,-25.08499999999998,-0.21,0.156,802,2.184,0.211,-4.483,0.184,0.846,0.062,,8.99,0.87,10.36,1182.0,1070.0,-501.0,-4.0,7286.0,NGC 6134                       ,246.953,-49.161
952,NGC_6152         ,248.213,-52.629,-27.06099999999998,-3.168,0.15,172,-2.511,0.097,-4.98,0.086,0.594,0.044,,8.35,1.01,11.05,1618.0,1439.0,-735.0,-89.0,6939.0,NGC 6152                       ,248.213,-52.629
953,NGC_6167         ,248.662,-49.759,-24.75999999999999,-1.429,0.085,122,-0.616,0.146,-2.854,0.159,0.653,0.035,,8.19,1.88,10.63,1336.0,1212.0,-559.0,-33.0,7149.0,NGC 6167                       ,248.662,-49.759
954,NGC_6178         ,248.939,-45.635,-21.591999999999985,1.219,0.08,34,0.521,0.204,-3.342,0.153,1.099,0.08,,7.22,0.52,9.8,913.0,849.0,-336.0,19.0,7498.0,NGC 6178                       ,248.939,-45.635
955,NGC_6192         ,250.077,-43.355,-19.35300000000001,2.14,0.084,514,1.653,0.19,-0.188,0.138,0.571,0.058,,8.38,1.57,11.2,1737.0,1637.0,-575.0,64.0,6726.0,NGC 6192                       ,250.077,-43.355
956,NGC_6193         ,250.319,-48.777,-23.305999999999983,-1.576,0.156,428,1.278,0.372,-4.111,0.244,0.812,0.096,,6.71,1.72,10.51,1264.0,1160.0,-500.0,-34.0,7196.0,NGC 6193                       ,250.319,-48.777
957,NGC_6204         ,251.538,-47.027,-21.44799999999998,-1.046,0.061,208,-0.69,0.189,-0.596,0.182,0.805,0.064,,7.97,1.13,10.46,1235.0,1150.0,-451.0,-22.0,7204.0,NGC 6204                       ,251.538,-47.027
958,NGC_6208         ,252.336,-53.714,-26.24599999999998,-5.741,0.162,314,-0.966,0.13,-1.519,0.129,0.83,0.046,,9.15,0.66,10.42,1215.0,1084.0,-534.0,-121.0,7275.0,NGC 6208                       ,252.336,-53.714
960,NGC_6231         ,253.545,-41.812,-16.524,1.19,0.147,527,-0.529,0.175,-2.177,0.186,0.589,0.058,,7.14,1.07,10.84,1475.0,1414.0,-419.0,30.0,6938.0,NGC 6231                       ,253.545,-41.812
961,NGC_6242         ,253.878,-39.474,-14.545999999999992,2.464,0.104,471,1.149,0.199,-0.825,0.174,0.755,0.075,,7.89,1.03,10.48,1246.0,1205.0,-312.0,53.0,7141.0,NGC 6242                       ,253.878,-39.474
962,NGC_6249         ,254.445,-44.815,-18.454999999999984,-1.202,0.041,57,1.73,0.198,-3.428,0.122,0.788,0.054,,7.31,1.4,10.5,1261.0,1196.0,-399.0,-26.0,7155.0,NGC 6249                       ,254.445,-44.815
963,NGC_6250         ,254.497,-45.951,-19.322000000000003,-1.936,0.105,76,0.454,0.156,-2.379,0.142,0.988,0.059,,7.38,1.18,10.0,998.0,941.0,-330.0,-33.0,7405.0,NGC 6250                       ,254.497,-45.951
964,NGC_6253         ,254.778,-52.712,-24.540999999999997,-6.257,0.06,324,-4.537,0.144,-5.28,0.117,0.563,0.051,,9.51,0.78,11.09,1653.0,1495.0,-682.0,-180.0,6878.0,NGC 6253                       ,254.778,-52.712
966,NGC_6268         ,255.524,-39.721,-13.952999999999975,1.315,0.08,93,0.908,0.125,-0.781,0.119,0.634,0.073,,8.3,1.19,11.13,1684.0,1634.0,-406.0,38.0,6717.0,NGC 6268                       ,255.524,-39.721
967,NGC_6281         ,256.179,-37.948,-12.23599999999999,1.99,0.259,497,-1.856,0.297,-4.017,0.236,1.873,0.08,,8.71,0.3,8.66,539.0,527.0,-114.0,18.0,7813.0,NGC 6281                       ,256.179,-37.948
969,NGC_6322         ,259.625,-42.937,-14.714999999999975,-3.071,0.066,60,0.183,0.166,-2.272,0.138,0.728,0.093,,7.17,1.92,10.69,1377.0,1330.0,-349.0,-73.0,7018.0,NGC 6322                       ,259.625,-42.937
972,NGC_6383         ,263.673,-32.573,-4.3279999999999745,0.057,0.082,245,2.596,0.285,-1.708,0.249,0.873,0.148,,6.6,1.3,10.24,1117.0,1114.0,-84.0,1.0,7225.0,NGC 6383                       ,263.673,-32.573
974,NGC_6400         ,265.062,-36.957,-7.420999999999992,-3.254,0.096,185,0.499,0.153,-2.549,0.146,0.797,0.052,,8.48,0.93,10.4,1200.0,1188.0,-154.0,-68.0,7153.0,NGC 6400                       ,265.062,-36.957
976,NGC_6405         ,265.069,-32.242,-3.415999999999997,-0.76,0.275,573,-1.306,0.341,-5.847,0.342,2.172,0.095,,7.54,0.49,8.31,459.0,459.0,-27.0,-6.0,7880.0,NGC 6405                       ,265.069,-32.242
977,NGC_6416         ,266.014,-32.344,-3.0819999999999936,-1.493,0.241,251,-1.946,0.164,-2.327,0.116,0.922,0.052,,8.36,0.76,10.05,1020.0,1019.0,-54.0,-26.0,7321.0,NGC 6416                       ,266.014,-32.344
978,NGC_6425         ,266.733,-31.507,-2.0500000000000114,-1.578,0.114,128,3.801,0.151,-1.647,0.123,0.987,0.071,,8.67,0.87,9.95,976.0,975.0,-34.0,-26.0,7364.0,NGC 6425                       ,266.733,-31.507
979,NGC_6444         ,267.408,-34.816,-4.596000000000004,-3.761,0.102,86,-0.936,0.076,-0.902,0.09,0.524,0.038,,8.25,1.1,11.44,1942.0,1931.0,-155.0,-127.0,6410.0,NGC 6444                       ,267.408,-34.816
981,NGC_6469         ,268.277,-22.3,6.56,1.965,0.061,48,0.638,0.12,0.813,0.076,0.587,0.06,,7.84,1.62,11.17,1710.0,1697.0,195.0,58.0,6644.0,NGC 6469                       ,268.277,-22.3
982,NGC_6475         ,268.447,-34.841,-4.187000000000012,-4.513,0.834,819,3.099,0.493,-5.426,0.449,3.572,0.108,,8.35,0.3,7.28,285.0,283.0,-20.0,-22.0,8056.0,NGC 6475                       ,268.447,-34.841
983,NGC_6494         ,269.237,-18.987,9.878,2.858,0.292,724,0.284,0.22,-1.809,0.22,1.354,0.062,,8.58,0.91,9.35,742.0,730.0,127.0,37.0,7610.0,NGC 6494                       ,269.237,-18.987
984,NGC_6520         ,270.856,-27.884,2.887,-2.846,0.028,44,0.688,0.126,-0.418,0.12,0.556,0.074,,8.09,0.88,11.1,1663.0,1659.0,83.0,-82.0,6681.0,NGC 6520                       ,270.856,-27.884
985,NGC_6531         ,271.036,-22.505,7.656,-0.348,0.118,158,0.525,0.171,-1.521,0.161,0.798,0.06,,7.11,0.67,10.33,1165.0,1154.0,155.0,-7.0,7186.0,NGC 6531                       ,271.036,-22.505
987,NGC_6561         ,272.659,-16.74,13.436,1.123,0.082,54,-0.002,0.109,-0.754,0.11,0.655,0.04,,7.27,0.95,10.85,1480.0,1439.0,343.0,29.0,6908.0,NGC 6561                       ,272.659,-16.74
988,NGC_6568         ,273.192,-21.612,9.406,-1.662,0.14,150,0.593,0.144,-1.377,0.131,0.936,0.043,,8.94,0.67,10.17,1079.0,1064.0,176.0,-31.0,7277.0,NGC 6568                       ,273.192,-21.612
993,NGC_6613         ,274.989,-17.089,14.193,-1.003,0.058,25,-0.508,0.103,-0.917,0.137,0.64,0.044,,7.26,1.11,10.85,1477.0,1432.0,362.0,-25.0,6917.0,NGC 6613                       ,274.989,-17.089
996,NGC_6633         ,276.845,6.615,36.122,8.347,0.36,149,1.198,0.325,-1.811,0.297,2.525,0.073,,8.84,0.3,8.14,424.0,339.0,247.0,61.0,8004.0,NGC 6633                       ,276.845,6.615
997,NGC_6645         ,278.158,-16.918,15.754,-3.606,0.121,312,1.34,0.129,-0.633,0.114,0.543,0.064,,8.71,0.97,11.29,1810.0,1739.0,490.0,-113.0,6618.0,NGC 6645                       ,278.158,-16.918
1000,NGC_6694         ,281.317,-9.386,23.873,-2.908,0.059,163,0.144,0.123,-1.411,0.11,0.524,0.047,,8.15,1.63,11.42,1921.0,1754.0,776.0,-97.0,6631.0,NGC 6694                       ,281.317,-9.386
1003,NGC_6709         ,282.836,10.334,42.14,4.712,0.14,247,1.414,0.141,-3.532,0.171,0.911,0.055,,8.28,0.72,10.09,1041.0,769.0,696.0,85.0,7602.0,NGC 6709                       ,282.836,10.334
1004,NGC_6716         ,283.616,-19.888,15.397,-9.565,0.099,76,-1.476,0.199,-6.013,0.184,1.405,0.079,,7.99,0.43,9.23,702.0,668.0,183.0,-116.0,7674.0,NGC 6716                       ,283.616,-19.888
